Room_Width,Room_Height,Furniture_Placement
10,14,"Dining Table(0,6);Desk(3,8);Chair(3,12)"
11,10,"Desk(6,6);Chair(3,5);Bed(0,6)"
13,11,"Dining Table(8,5);Wardrobe(8,3);Table(10,1);Sofa(1,3);Bed(5,5)"
13,13,"Wardrobe(8,0);Bed(1,6);Bookshelf(7,1)"
10,10,"Wardrobe(4,7);Table(7,6);Chair(9,6);Chair(6,3)"
14,10,"Bookshelf(10,3);Sofa(3,1);Bed(0,3)"
9,12,"Sofa(5,8);Table(6,7);Sofa(4,4)"
12,11,"Chair(8,8);Desk(0,10);Dining Table(5,2)"
9,11,"Dining Table(3,7);Chair(3,5);Wardrobe(3,3);Table(1,2);Bookshelf(2,0)"
14,14,"Bookshelf(7,10);Sofa(10,1);Chair(12,5);Sofa(11,8)"
11,14,"Desk(8,7);Chair(2,5);Dining Table(4,0)"
10,10,"Dining Table(5,4);Bed(2,1);Bookshelf(7,7);Bookshelf(1,3)"
10,10,"Dining Table(6,7);Dining Table(3,6);Dining Table(4,1);Table(7,6);Bookshelf(6,1)"
8,13,"Sofa(0,6);Chair(1,5);Wardrobe(2,8);Desk(2,2)"
8,11,"Bookshelf(0,8);Chair(0,5);Table(6,6)"
10,9,"Bookshelf(5,4);Bed(6,6);Desk(4,5);Sofa(3,5)"
14,8,"Chair(1,4);Bed(3,0);Sofa(11,4);Table(5,4)"
9,8,"Bookshelf(1,0);Bed(4,0);Desk(3,0)"
12,9,"Sofa(1,7);Desk(9,7);Table(9,1);Bookshelf(10,0)"
11,12,"Dining Table(8,5);Dining Table(4,5);Desk(4,0);Bed(2,8)"
12,9,"Table(3,7);Dining Table(4,0);Dining Table(5,0);Bookshelf(7,0)"
10,11,"Table(5,1);Dining Table(7,4);Wardrobe(3,1);Bed(1,8)"
14,14,"Wardrobe(10,3);Bookshelf(3,5);Wardrobe(10,5);Table(2,6);Table(4,10)"
13,13,"Table(5,3);Dining Table(2,2);Bed(7,4);Chair(1,9);Dining Table(9,7)"
11,11,"Sofa(7,4);Desk(8,7);Bookshelf(5,4)"
14,13,"Chair(3,7);Bed(5,10);Dining Table(4,2);Table(9,8);Desk(7,12)"
11,13,"Bookshelf(9,2);Wardrobe(1,9);Bed(7,3);Wardrobe(6,3)"
14,11,"Chair(12,5);Dining Table(0,4);Table(3,6)"
13,14,"Sofa(2,8);Sofa(8,0);Dining Table(2,11);Table(3,0);Table(10,7)"
12,10,"Chair(5,3);Wardrobe(10,6);Wardrobe(6,0);Sofa(6,6);Wardrobe(0,1)"
9,8,"Bookshelf(3,3);Dining Table(2,0);Wardrobe(2,4);Sofa(5,0);Table(4,5)"
10,8,"Sofa(2,5);Bed(0,1);Chair(2,5)"
9,10,"Sofa(4,3);Table(1,5);Desk(2,3);Table(6,0)"
12,14,"Dining Table(2,11);Desk(7,10);Dining Table(9,9)"
8,14,"Chair(5,11);Bed(1,4);Bookshelf(3,2);Dining Table(1,3);Dining Table(0,5)"
10,14,"Sofa(2,9);Sofa(0,9);Bed(3,2);Bookshelf(5,11);Sofa(6,6)"
11,11,"Desk(4,9);Chair(2,0);Table(0,6);Desk(3,5);Wardrobe(0,2)"
12,9,"Wardrobe(4,5);Bookshelf(7,0);Table(0,4);Chair(10,3)"
13,11,"Table(7,6);Dining Table(7,6);Chair(6,0);Desk(3,6)"
10,14,"Chair(2,0);Table(1,8);Table(1,4);Dining Table(3,6);Dining Table(3,11)"
10,8,"Bookshelf(3,2);Desk(0,0);Bed(2,4)"
14,11,"Sofa(7,9);Wardrobe(7,3);Desk(2,10);Dining Table(2,8)"
12,8,"Wardrobe(8,5);Bookshelf(10,1);Bed(4,6);Sofa(7,4)"
14,13,"Sofa(6,4);Chair(5,3);Chair(0,9);Chair(5,7);Chair(13,0)"
8,14,"Table(1,5);Dining Table(3,6);Desk(2,5);Wardrobe(1,9)"
14,11,"Bookshelf(4,1);Chair(7,5);Dining Table(2,7)"
10,13,"Desk(3,11);Wardrobe(7,6);Desk(4,4);Bookshelf(2,11);Chair(3,12)"
14,9,"Bed(3,2);Chair(11,5);Bed(0,3);Dining Table(5,2);Dining Table(0,2)"
9,14,"Wardrobe(3,8);Desk(4,4);Table(0,0);Bookshelf(5,8)"
14,11,"Chair(3,3);Desk(0,8);Sofa(9,7);Bookshelf(7,8)"
10,12,"Bed(4,8);Bookshelf(0,5);Bookshelf(8,10);Wardrobe(0,7);Bookshelf(6,6)"
13,13,"Table(8,9);Chair(8,1);Wardrobe(7,3)"
13,9,"Sofa(2,3);Chair(7,6);Bookshelf(1,7)"
13,11,"Wardrobe(11,2);Bed(0,8);Sofa(5,6);Sofa(4,7)"
13,8,"Bookshelf(11,5);Dining Table(9,0);Sofa(3,1);Sofa(2,4)"
14,13,"Bed(0,2);Bed(4,10);Dining Table(2,4)"
9,12,"Sofa(5,5);Dining Table(2,5);Table(5,6);Bed(2,0);Wardrobe(4,6)"
8,14,"Sofa(1,8);Dining Table(5,1);Wardrobe(6,4);Sofa(1,3)"
11,12,"Desk(4,11);Desk(4,6);Dining Table(3,0);Sofa(4,7)"
12,11,"Sofa(7,0);Dining Table(9,4);Table(5,0)"
14,13,"Desk(11,5);Bookshelf(10,0);Table(11,2);Bed(0,1);Sofa(9,11)"
14,11,"Bed(2,9);Chair(4,0);Sofa(9,0)"
13,11,"Bookshelf(8,8);Bookshelf(3,1);Sofa(6,6);Desk(6,7);Chair(8,4)"
9,9,"Dining Table(2,4);Sofa(1,3);Bed(5,3);Chair(3,6);Bookshelf(4,3)"
13,10,"Chair(11,7);Chair(0,3);Table(10,5);Desk(5,5)"
11,13,"Sofa(7,0);Dining Table(6,0);Chair(0,2);Wardrobe(4,7);Desk(0,5)"
14,8,"Chair(10,3);Table(10,3);Sofa(2,3);Chair(8,4)"
8,12,"Dining Table(0,9);Bookshelf(2,1);Table(0,4);Dining Table(2,3);Desk(4,6)"
10,8,"Sofa(1,5);Dining Table(4,5);Chair(4,6);Dining Table(7,4);Dining Table(6,0)"
12,8,"Bed(2,4);Table(5,2);Desk(7,7)"
12,13,"Table(3,11);Dining Table(3,6);Wardrobe(10,6)"
10,11,"Bookshelf(8,4);Wardrobe(8,6);Sofa(7,2);Chair(8,10);Desk(4,0)"
12,12,"Bed(6,1);Bed(7,2);Desk(4,3)"
9,14,"Sofa(1,12);Table(4,6);Wardrobe(2,0);Dining Table(0,2);Sofa(6,1)"
11,12,"Bed(6,10);Bookshelf(6,9);Bookshelf(0,7);Dining Table(1,6)"
8,8,"Table(4,6);Wardrobe(3,4);Wardrobe(6,1);Desk(4,3);Bookshelf(4,1)"
14,12,"Bed(7,3);Sofa(8,7);Chair(9,1);Dining Table(1,4);Bookshelf(4,8)"
9,9,"Chair(6,1);Bookshelf(0,3);Table(5,4);Desk(1,2);Dining Table(3,3)"
8,10,"Chair(5,1);Sofa(0,0);Table(4,8)"
8,9,"Dining Table(5,4);Chair(4,6);Sofa(5,0);Desk(0,2);Bed(2,4)"
14,10,"Desk(7,4);Bookshelf(6,4);Chair(9,5);Desk(8,1)"
10,11,"Dining Table(3,0);Desk(3,3);Bookshelf(3,4)"
8,12,"Sofa(3,10);Wardrobe(6,6);Table(1,9);Chair(5,8)"
9,9,"Table(6,2);Sofa(0,0);Table(7,5)"
13,12,"Dining Table(5,9);Sofa(9,1);Chair(12,10);Desk(1,6);Dining Table(8,4)"
10,14,"Chair(9,10);Wardrobe(0,7);Sofa(0,5);Dining Table(4,0)"
10,10,"Wardrobe(2,1);Sofa(6,3);Bookshelf(8,3);Chair(6,7);Desk(2,2)"
9,8,"Wardrobe(2,0);Chair(0,6);Dining Table(4,4);Bed(0,0);Wardrobe(3,5)"
10,12,"Sofa(1,9);Sofa(1,9);Sofa(0,8)"
10,8,"Desk(5,5);Bed(0,0);Sofa(5,4);Table(2,2);Bookshelf(4,6)"
12,9,"Wardrobe(8,4);Wardrobe(10,1);Dining Table(6,1);Sofa(7,4)"
10,8,"Wardrobe(3,1);Sofa(2,6);Desk(7,2);Wardrobe(7,2)"
10,12,"Dining Table(3,2);Sofa(6,0);Table(4,9)"
9,14,"Bookshelf(7,3);Sofa(5,7);Sofa(3,2);Table(6,8)"
8,11,"Desk(5,5);Wardrobe(3,7);Dining Table(4,7)"
9,14,"Dining Table(1,10);Wardrobe(5,7);Bookshelf(1,5);Wardrobe(3,4)"
14,9,"Chair(2,6);Chair(3,0);Desk(9,6);Bookshelf(4,3)"
14,11,"Dining Table(5,8);Dining Table(6,5);Bed(2,8);Dining Table(7,6);Bookshelf(5,2)"
11,9,"Chair(2,7);Dining Table(8,4);Desk(7,4);Wardrobe(6,4)"
11,8,"Bed(2,6);Table(3,3);Bookshelf(4,0);Desk(6,2)"
13,14,"Wardrobe(1,7);Dining Table(7,0);Wardrobe(2,8)"
10,9,"Bed(5,4);Chair(1,8);Bookshelf(6,4);Sofa(0,0);Bed(6,3)"
8,12,"Wardrobe(5,0);Table(3,1);Dining Table(4,9);Sofa(4,0)"
12,11,"Sofa(5,4);Wardrobe(2,4);Desk(4,5)"
9,14,"Dining Table(6,4);Table(0,10);Chair(4,10);Wardrobe(0,7);Desk(6,3)"
12,10,"Bed(8,6);Bed(5,3);Dining Table(6,3)"
12,10,"Desk(9,8);Bookshelf(2,4);Bed(3,4);Table(6,4)"
12,10,"Bed(8,5);Dining Table(1,1);Dining Table(1,1);Wardrobe(6,5)"
10,10,"Desk(4,9);Desk(6,2);Chair(1,4);Wardrobe(3,0)"
12,12,"Bed(0,6);Chair(11,2);Desk(1,0);Bed(7,0)"
14,10,"Desk(2,0);Table(6,5);Bed(0,0);Dining Table(0,7);Sofa(7,2)"
12,8,"Bookshelf(6,6);Bookshelf(9,1);Desk(4,6);Desk(0,7);Bookshelf(10,2)"
14,8,"Sofa(7,6);Chair(9,0);Wardrobe(7,5);Chair(6,4)"
13,13,"Dining Table(5,2);Bed(6,5);Wardrobe(3,10);Chair(7,3);Dining Table(1,8)"
11,9,"Desk(5,6);Wardrobe(8,3);Sofa(6,0);Sofa(7,4)"
8,8,"Table(5,0);Bookshelf(5,6);Wardrobe(4,2);Bed(0,0)"
12,12,"Chair(5,2);Sofa(6,0);Desk(6,7);Wardrobe(7,2)"
10,10,"Desk(4,7);Bookshelf(4,5);Bed(6,3);Table(3,1)"
9,9,"Bed(5,7);Sofa(2,2);Chair(7,2);Table(3,2);Bookshelf(0,3)"
13,11,"Desk(6,0);Wardrobe(10,6);Dining Table(5,6);Dining Table(5,8)"
14,12,"Dining Table(4,5);Desk(11,0);Chair(2,8)"
11,11,"Dining Table(8,5);Desk(3,3);Bookshelf(1,9);Chair(10,1)"
14,14,"Table(2,5);Dining Table(8,2);Chair(2,0);Chair(7,7);Bed(2,2)"
14,12,"Wardrobe(4,9);Table(6,8);Wardrobe(3,5);Bookshelf(3,2);Bookshelf(8,8)"
12,8,"Wardrobe(3,5);Bed(1,0);Bookshelf(5,6);Wardrobe(7,0)"
12,11,"Desk(3,1);Bookshelf(10,4);Bed(5,0);Wardrobe(4,2);Chair(2,2)"
13,10,"Desk(5,3);Bookshelf(0,1);Table(5,3);Wardrobe(11,7)"
8,11,"Sofa(1,6);Desk(5,8);Table(5,2)"
12,11,"Wardrobe(6,7);Desk(9,7);Chair(3,10);Table(3,0)"
10,13,"Bookshelf(7,6);Bookshelf(1,3);Wardrobe(1,10);Dining Table(6,9)"
12,9,"Bookshelf(2,0);Desk(6,2);Wardrobe(9,0)"
11,9,"Bed(0,4);Dining Table(2,5);Bed(6,6);Bookshelf(6,3);Dining Table(3,6)"
10,12,"Bed(2,6);Bookshelf(0,10);Wardrobe(4,0)"
13,10,"Bed(4,1);Bookshelf(2,6);Wardrobe(7,6);Sofa(0,5);Sofa(3,4)"
12,10,"Sofa(9,2);Wardrobe(6,0);Chair(5,0);Bed(1,5);Sofa(9,7)"
12,9,"Dining Table(0,5);Bookshelf(4,7);Table(6,3)"
10,12,"Bookshelf(7,7);Bookshelf(6,4);Chair(0,1);Sofa(7,4)"
11,10,"Desk(5,0);Table(1,0);Table(8,6);Sofa(6,0)"
12,11,"Table(2,5);Chair(2,6);Wardrobe(4,4);Sofa(6,1)"
14,14,"Desk(8,5);Table(1,1);Chair(5,10)"
12,8,"Wardrobe(2,2);Bed(3,5);Bookshelf(5,1);Chair(8,0)"
11,11,"Desk(6,0);Bookshelf(8,5);Sofa(2,3);Bed(2,5)"
11,10,"Desk(6,5);Chair(9,8);Desk(6,2)"
13,10,"Table(9,8);Sofa(2,5);Chair(8,5)"
10,13,"Wardrobe(4,1);Sofa(2,1);Bed(0,0)"
10,11,"Desk(1,6);Table(0,1);Chair(1,6);Chair(9,4)"
9,10,"Table(5,7);Bed(2,8);Sofa(3,3);Bed(0,3)"
10,11,"Wardrobe(1,4);Bed(6,8);Wardrobe(1,6);Sofa(5,5);Dining Table(0,3)"
8,14,"Wardrobe(2,6);Sofa(4,9);Desk(3,8);Desk(1,1)"
12,12,"Chair(2,11);Chair(10,9);Table(9,4)"
8,13,"Sofa(4,7);Chair(5,2);Wardrobe(2,8)"
13,9,"Sofa(9,6);Sofa(2,6);Table(6,6);Table(11,1);Table(7,5)"
9,8,"Bookshelf(4,6);Table(1,4);Wardrobe(4,2);Desk(1,5);Table(5,1)"
10,12,"Chair(5,6);Wardrobe(0,5);Table(5,10);Table(0,4)"
11,11,"Dining Table(8,6);Wardrobe(1,7);Sofa(3,4);Table(6,6);Bookshelf(3,8)"
11,10,"Sofa(1,5);Wardrobe(7,1);Table(0,1);Chair(10,8)"
10,8,"Table(5,5);Desk(6,4);Chair(0,3);Dining Table(6,1);Dining Table(2,2)"
10,10,"Wardrobe(5,0);Dining Table(1,0);Dining Table(4,0)"
13,13,"Desk(9,8);Chair(2,5);Bookshelf(7,2);Chair(4,8);Sofa(4,2)"
9,13,"Bed(5,6);Table(2,4);Bed(5,4);Table(1,0)"
10,13,"Wardrobe(6,2);Wardrobe(5,4);Wardrobe(7,1);Bookshelf(6,0)"
9,9,"Sofa(5,5);Table(7,5);Chair(2,3);Dining Table(4,2)"
11,13,"Sofa(3,10);Dining Table(7,3);Chair(3,0);Bookshelf(2,9)"
10,10,"Dining Table(7,3);Dining Table(2,2);Table(8,2);Sofa(4,1);Dining Table(7,3)"
11,8,"Bed(0,6);Desk(2,3);Bookshelf(1,6)"
12,14,"Sofa(2,6);Dining Table(5,10);Sofa(0,12)"
14,12,"Desk(11,0);Table(2,1);Bookshelf(6,0);Bed(1,0)"
8,13,"Bookshelf(2,1);Desk(3,12);Desk(0,9);Chair(5,8)"
8,14,"Desk(4,0);Desk(5,0);Wardrobe(4,2)"
11,9,"Sofa(7,1);Bed(6,0);Table(8,5)"
11,12,"Bed(3,1);Desk(0,2);Sofa(2,4)"
9,10,"Bed(2,0);Chair(2,3);Dining Table(0,2);Chair(8,3);Table(2,4)"
14,9,"Wardrobe(10,1);Table(6,2);Desk(10,1)"
10,13,"Chair(3,11);Table(3,5);Bed(3,11);Sofa(3,1)"
11,11,"Chair(5,8);Table(1,2);Dining Table(3,6)"
12,10,"Chair(3,5);Sofa(0,1);Desk(9,9);Wardrobe(5,7);Sofa(9,4)"
9,11,"Bookshelf(4,1);Chair(3,6);Table(3,2);Wardrobe(4,3)"
9,9,"Sofa(6,4);Wardrobe(3,6);Sofa(4,1);Table(5,1)"
12,11,"Desk(4,0);Chair(7,6);Wardrobe(4,6);Bookshelf(1,3);Chair(11,2)"
14,12,"Table(10,6);Desk(8,7);Table(12,1)"
14,11,"Bookshelf(3,0);Chair(4,8);Bookshelf(2,0)"
9,10,"Bookshelf(0,5);Sofa(6,8);Bed(5,6);Chair(6,9)"
8,9,"Chair(1,8);Sofa(0,2);Bed(2,6)"
9,11,"Bookshelf(1,2);Bed(5,6);Bookshelf(4,5);Desk(2,3)"
12,12,"Table(2,7);Desk(9,11);Wardrobe(0,6);Bookshelf(2,5)"
11,13,"Sofa(1,2);Dining Table(7,8);Sofa(8,4);Wardrobe(6,2)"
9,12,"Sofa(0,7);Chair(8,10);Dining Table(4,4);Bookshelf(3,9);Sofa(4,2)"
14,13,"Chair(0,0);Bed(1,11);Wardrobe(10,0)"
8,8,"Table(4,5);Desk(5,4);Bookshelf(1,5);Wardrobe(5,1);Bookshelf(6,1)"
9,12,"Desk(2,3);Desk(1,0);Sofa(6,1);Wardrobe(0,0)"
8,12,"Chair(6,7);Desk(1,4);Bookshelf(1,8);Chair(5,0);Bed(1,2)"
9,14,"Dining Table(6,6);Sofa(3,0);Sofa(4,9);Desk(4,9)"
9,10,"Sofa(0,3);Bed(5,7);Chair(6,8);Sofa(2,5)"
10,11,"Desk(6,10);Wardrobe(2,1);Chair(4,10);Wardrobe(6,4);Bed(4,8)"
11,10,"Bed(0,1);Desk(2,2);Desk(7,7);Bookshelf(7,7);Dining Table(6,4)"
14,10,"Wardrobe(11,5);Wardrobe(1,7);Desk(10,4);Sofa(0,4)"
9,9,"Chair(3,4);Sofa(2,1);Bed(1,4);Wardrobe(0,6)"
14,9,"Wardrobe(3,0);Wardrobe(3,6);Wardrobe(3,0)"
11,12,"Bed(2,4);Sofa(2,10);Desk(5,10);Sofa(5,5)"
9,14,"Bed(3,11);Chair(5,9);Dining Table(5,6)"
13,10,"Desk(3,1);Dining Table(9,6);Bookshelf(2,1)"
13,14,"Desk(4,6);Sofa(6,0);Desk(3,0);Bed(8,10);Bookshelf(1,6)"
11,8,"Bed(3,3);Sofa(6,6);Bookshelf(6,3);Bed(2,5)"
12,8,"Sofa(2,0);Table(10,2);Chair(5,7);Table(0,0);Wardrobe(0,0)"
11,14,"Wardrobe(8,1);Sofa(5,6);Dining Table(3,0);Desk(7,3);Bookshelf(1,0)"
9,12,"Desk(6,10);Bed(0,6);Bookshelf(3,0)"
9,14,"Dining Table(3,0);Bookshelf(5,9);Wardrobe(7,2);Chair(8,3);Sofa(0,1)"
9,9,"Desk(6,8);Bookshelf(0,5);Bed(3,5)"
11,9,"Bed(4,1);Dining Table(6,5);Chair(5,4)"
8,8,"Bed(4,0);Bookshelf(3,4);Bookshelf(1,4)"
10,8,"Table(7,1);Desk(6,2);Chair(6,7)"
10,13,"Table(7,11);Wardrobe(4,4);Table(3,0);Bookshelf(3,1)"
11,8,"Sofa(1,2);Bookshelf(0,2);Sofa(1,2)"
12,11,"Sofa(0,2);Dining Table(2,4);Table(4,8);Dining Table(7,4)"
10,11,"Chair(2,2);Bookshelf(6,1);Sofa(6,3);Desk(7,2)"
10,8,"Bed(1,2);Table(1,6);Bookshelf(0,0);Dining Table(7,5)"
14,10,"Bookshelf(10,3);Chair(9,1);Bed(10,5);Bed(6,7);Sofa(11,2)"
11,10,"Desk(6,0);Table(1,6);Sofa(7,8);Bed(2,1);Chair(10,0)"
11,14,"Bookshelf(8,9);Dining Table(4,0);Table(1,4)"
9,14,"Desk(0,0);Desk(2,2);Bed(5,8)"
8,14,"Dining Table(2,4);Sofa(4,12);Bed(4,1);Bed(2,0);Bookshelf(2,6)"
10,9,"Table(2,1);Sofa(0,1);Desk(2,1);Wardrobe(8,5);Sofa(0,0)"
9,13,"Table(2,8);Bed(2,3);Bookshelf(1,0);Table(4,0);Desk(4,6)"
13,13,"Chair(11,11);Bookshelf(7,7);Sofa(7,3);Bookshelf(7,2);Sofa(2,1)"
10,9,"Chair(7,4);Chair(2,8);Dining Table(6,6)"
11,13,"Chair(1,5);Chair(10,7);Wardrobe(7,4);Wardrobe(5,2);Bookshelf(2,1)"
13,9,"Bed(4,4);Sofa(5,1);Chair(8,2);Desk(7,0)"
14,11,"Wardrobe(8,8);Bed(5,0);Sofa(1,7)"
13,10,"Bed(9,1);Bookshelf(3,2);Table(8,2);Table(1,8);Wardrobe(8,3)"
9,9,"Desk(2,2);Desk(0,2);Table(4,3);Wardrobe(2,2)"
13,10,"Sofa(2,7);Bookshelf(1,4);Wardrobe(0,4)"
13,12,"Chair(2,5);Bed(2,5);Wardrobe(1,2)"
11,9,"Bed(5,4);Bed(7,3);Table(4,6)"
9,10,"Chair(7,9);Desk(0,6);Table(0,1);Dining Table(1,1);Bookshelf(6,8)"
12,11,"Dining Table(4,6);Chair(10,3);Bookshelf(8,5)"
8,10,"Bookshelf(2,2);Sofa(2,3);Bookshelf(4,7);Bed(0,4)"
8,10,"Wardrobe(5,4);Desk(3,9);Chair(6,7);Sofa(4,8)"
13,9,"Desk(0,2);Table(11,5);Desk(10,6);Wardrobe(5,4)"
12,9,"Table(4,7);Sofa(4,1);Bed(2,3);Wardrobe(1,4);Dining Table(6,4)"
12,10,"Table(0,4);Bed(7,1);Sofa(2,7)"
8,13,"Bookshelf(1,2);Desk(4,0);Sofa(3,7);Dining Table(0,9);Bookshelf(4,7)"
12,10,"Table(10,7);Table(0,8);Bookshelf(4,0);Chair(6,5)"
14,10,"Dining Table(1,5);Chair(13,2);Table(9,7);Dining Table(5,5)"
14,9,"Bed(9,1);Sofa(8,7);Dining Table(10,6);Bed(5,5);Sofa(8,7)"
11,13,"Bed(4,8);Table(5,4);Bookshelf(2,1)"
14,13,"Dining Table(4,1);Bookshelf(10,8);Wardrobe(9,1);Table(6,10);Desk(6,0)"
8,10,"Desk(2,5);Sofa(0,6);Sofa(1,6);Desk(0,1);Bed(1,0)"
10,12,"Bed(2,2);Desk(5,9);Sofa(4,4);Bed(0,4);Wardrobe(4,2)"
12,9,"Desk(9,7);Chair(3,1);Chair(5,6);Bookshelf(4,4)"
11,9,"Desk(0,3);Bookshelf(7,4);Dining Table(3,1);Bed(7,5)"
12,12,"Bookshelf(6,2);Desk(4,10);Chair(1,6);Dining Table(6,3);Table(8,1)"
9,11,"Bed(4,2);Sofa(4,6);Bed(4,9);Chair(4,4);Bookshelf(1,4)"
8,9,"Table(0,6);Bed(2,6);Dining Table(5,2);Sofa(3,0)"
10,12,"Dining Table(1,1);Wardrobe(5,4);Dining Table(7,1);Dining Table(1,9);Bookshelf(6,2)"
11,11,"Wardrobe(8,8);Bed(1,0);Bed(1,7);Bed(7,8);Wardrobe(6,8)"
11,11,"Sofa(4,1);Desk(4,0);Wardrobe(9,1);Chair(8,3);Bed(4,3)"
13,14,"Table(9,6);Bookshelf(7,4);Bookshelf(0,7)"
9,10,"Wardrobe(3,6);Wardrobe(1,3);Sofa(5,8);Sofa(4,1)"
8,9,"Bed(4,5);Bookshelf(3,5);Chair(0,4);Sofa(2,3);Chair(6,8)"
9,11,"Dining Table(1,3);Chair(1,1);Bookshelf(0,9)"
12,14,"Chair(8,10);Bed(1,2);Dining Table(6,9);Table(5,9)"
13,10,"Bed(1,7);Chair(6,0);Sofa(1,5);Dining Table(9,4);Desk(7,5)"
12,8,"Table(2,3);Table(3,6);Desk(8,4)"
8,8,"Chair(2,3);Bed(4,5);Sofa(0,6)"
10,8,"Bed(5,5);Bed(1,6);Dining Table(3,4);Table(7,3);Wardrobe(6,0)"
13,9,"Bookshelf(0,4);Sofa(3,0);Bed(2,6)"
12,14,"Bookshelf(5,10);Wardrobe(7,9);Sofa(8,3);Table(1,12)"
13,9,"Wardrobe(7,1);Chair(9,6);Sofa(0,2);Chair(5,5)"
12,14,"Wardrobe(3,7);Chair(4,10);Bookshelf(10,6);Sofa(3,12);Desk(3,2)"
14,8,"Table(5,2);Desk(4,5);Wardrobe(1,3);Sofa(1,2);Bookshelf(0,0)"
10,11,"Bed(1,5);Bed(3,2);Desk(2,6);Desk(0,2)"
10,9,"Table(8,0);Desk(2,7);Chair(0,5)"
14,8,"Bookshelf(12,1);Sofa(0,4);Table(0,4);Sofa(3,6)"
12,8,"Sofa(2,0);Desk(3,3);Bed(4,4);Sofa(7,5)"
12,12,"Chair(3,1);Table(7,6);Bed(0,9)"
14,10,"Chair(5,8);Chair(10,3);Sofa(4,5);Bed(0,5)"
14,13,"Dining Table(11,10);Bed(7,8);Chair(13,3);Bed(2,7)"
8,9,"Wardrobe(4,0);Bed(1,4);Wardrobe(6,5);Chair(3,0)"
10,13,"Table(6,3);Bookshelf(6,5);Bed(3,1);Bed(4,5)"
9,11,"Sofa(2,6);Bed(2,8);Bookshelf(5,9);Sofa(6,0)"
14,9,"Bookshelf(4,5);Sofa(1,2);Sofa(4,1)"
13,13,"Wardrobe(0,8);Bookshelf(2,2);Dining Table(1,7);Desk(9,1)"
9,14,"Sofa(3,8);Bed(1,8);Table(6,1);Sofa(5,9)"
10,13,"Desk(4,0);Bookshelf(5,6);Bed(1,11);Chair(4,5)"
13,14,"Wardrobe(4,1);Dining Table(10,5);Bed(9,5);Dining Table(0,0);Chair(11,1)"
9,8,"Bed(0,6);Desk(1,2);Dining Table(5,2);Chair(3,7)"
14,13,"Bed(4,1);Bed(10,4);Sofa(7,1);Desk(11,2)"
12,8,"Bed(4,5);Bookshelf(3,6);Bed(1,2)"
14,8,"Sofa(1,1);Bed(7,0);Wardrobe(11,3);Bed(2,4);Bookshelf(4,1)"
13,14,"Dining Table(8,1);Sofa(3,3);Wardrobe(8,6)"
13,9,"Sofa(0,3);Desk(5,1);Desk(1,6);Dining Table(3,5);Dining Table(2,4)"
9,11,"Bed(5,3);Wardrobe(3,0);Bed(0,6)"
10,10,"Chair(6,9);Wardrobe(8,0);Bed(0,0);Bed(5,6)"
10,14,"Desk(6,2);Bookshelf(7,12);Wardrobe(4,8);Chair(1,10)"
8,12,"Chair(6,11);Bookshelf(2,7);Bed(0,8)"
10,13,"Table(0,11);Dining Table(2,7);Chair(5,7)"
12,14,"Desk(9,10);Sofa(1,5);Bed(8,8)"
10,14,"Table(0,6);Bed(0,12);Dining Table(0,6)"
9,9,"Table(0,3);Wardrobe(0,6);Chair(5,8);Table(0,6)"
9,11,"Wardrobe(1,6);Bed(3,4);Sofa(5,0);Dining Table(2,5)"
9,12,"Dining Table(6,4);Table(0,10);Dining Table(1,6)"
12,13,"Dining Table(0,7);Chair(1,5);Wardrobe(1,1)"
8,8,"Wardrobe(0,5);Dining Table(3,4);Wardrobe(3,3);Chair(0,6)"
13,12,"Dining Table(9,0);Bookshelf(10,1);Dining Table(1,0);Bookshelf(8,4)"
12,11,"Dining Table(3,0);Bed(5,6);Sofa(0,4)"
10,14,"Chair(3,4);Sofa(1,6);Chair(6,11);Dining Table(3,7)"
8,11,"Table(6,3);Desk(0,4);Wardrobe(4,6)"
11,9,"Bookshelf(2,0);Table(2,7);Sofa(2,2);Bookshelf(9,5);Table(2,6)"
8,13,"Dining Table(5,2);Wardrobe(0,2);Table(4,1);Table(3,10)"
9,10,"Bed(5,8);Bed(0,8);Chair(0,0);Desk(6,1);Dining Table(3,3)"
8,12,"Wardrobe(6,4);Wardrobe(0,7);Bed(2,8);Desk(0,2)"
8,8,"Wardrobe(5,5);Table(2,1);Table(5,6);Sofa(1,2);Bookshelf(1,1)"
8,12,"Desk(3,3);Table(6,4);Sofa(4,4)"
11,12,"Bookshelf(0,10);Bed(7,6);Desk(2,1);Sofa(4,0);Sofa(6,7)"
9,8,"Bookshelf(7,3);Wardrobe(0,1);Dining Table(1,3)"
10,11,"Bookshelf(5,5);Wardrobe(3,1);Chair(7,5);Bed(0,2);Bed(6,3)"
10,13,"Bookshelf(5,3);Dining Table(7,1);Bookshelf(7,3);Bed(3,5)"
9,8,"Chair(4,2);Table(6,1);Dining Table(3,4);Sofa(3,5)"
10,9,"Sofa(4,3);Table(3,5);Wardrobe(0,2)"
8,12,"Chair(2,1);Dining Table(2,3);Dining Table(2,8)"
12,12,"Bookshelf(8,10);Bed(4,3);Wardrobe(10,0);Chair(8,2)"
8,12,"Desk(1,8);Dining Table(0,9);Dining Table(5,2);Desk(5,11);Wardrobe(3,2)"
9,9,"Bookshelf(3,0);Sofa(6,1);Dining Table(1,6);Table(0,2)"
9,10,"Bookshelf(0,6);Wardrobe(7,2);Dining Table(3,0);Sofa(4,5)"
